yearmonth,banner,category,brand,segment,pri_sales_tons,packgroup,sec_sales_tons,dp_name_under_invest_promotion,invest_sum_promotion,duration_invest_mean_promotion,dp_name_under_invest_media,invest_sum_media,duration_invest_mean_media,promo_in_month,media_in_month,pri_sales_tons_MA,history_correction,outlier_corrected_data,Insample Forecast,Actual Sales(Corrected),no_of_working_days,massive,ocd,ps_v2,ps_v3,packgroup_tdp,visibility,Error_reg
202101,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.747280034,POUCHMEDIUM BOTTLESMALL BOTTLE,0,0,0,0,0,0,0,0,0,2.747280034,2.747280034,2.747280034,0,2.747280034,25,0,0,0,0,0,0,2.747280034
202102,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.936960024,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,0,0,0,0,0,0,0,0,2.842120029,2.936960024,2.936960024,0,2.936960023,19,0,0,0,0,0,0,2.936960024
202103,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.071440019,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,0,0,0,0,0,0,0,0,2.585226692,2.071440019,2.071440019,2.585226692,2.071440019,27,0,0,0,0,0,0,-0.513786673
202104,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.075920009,SMALL BOTTLEMEDIUM BOTTLEPOUCH,0,0,0,0,0,0,0,0,0,2.028106684,1.075920009,1.075920009,2.028106684,1.075920009,24,0,0,0,0,0,0,-0.952186675
202105,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.052560033,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,0,0,0,0,0,0,0,0,2.06664002,3.052560033,3.052560033,2.06664002,3.052560033,25,0,0,0,0,0,0,0.985920013
202106,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,0.732720004,POUCHMEDIUM BOTTLESMALL BOTTLE,0,0,0,0,0,0,0,0,0,1.620400015,0.732720004,0.732720004,1.620400016,0.732720005,26,0,0,0,0,0,0,-0.887680012
202107,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.860960023,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,0,0,0,0,0,0,0,0,1.88208002,1.860960023,1.860960023,1.88208002,1.860960023,27,0,0,0,0,0,0,-0.021119997
202108,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,0.867840011,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,0,0,0,0,0,0,0,0,1.153840013,0.867840011,0.867840011,1.153840013,0.867840012,26,0,0,0,0,0,0,-0.286000002
202109,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,0.947760004,SMALL BOTTLEPOUCHMEDIUM BOTTLE,0,0,0,0,0,0,0,0,0,1.225520013,0.947760004,0.947760004,1.225520013,0.947760004,25,0,0,0,0,0,0,-0.277760009
202110,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.039120006,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,0,0,0,0,0,0,0,0,1.618240007,3.039120006,3.039120006,1.618240007,3.039120006,26,0,0,0,0,0,0,1.420879999
202111,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.529920008,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,0,0,0,0,0,0,0,0,2.505600006,3.529920008,3.529920008,2.505600006,3.529920008,26,0,0,0,0,0,0,1.024320002
202112,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,5.118000073,POUCHMEDIUM BOTTLESMALL BOTTLE,0,0,0,0,0,0,0,0,0,3.895680029,5.118000073,5.118000073,3.895680029,5.118000073,27,0,0,0,0,0,0,1.222320044
202201,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.401200015,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,2,7121400,26,0,0,0,7121400,0,3.683040032,2.401200015,2.401200015,2.8,2.401200016,22,0,0,0,0,0,0,-0.398799985
202202,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.570080023,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,4,13316232.73,56,0,0,0,12324442.35,0,3.029760037,1.570080023,1.570080023,1.9,1.570080023,19,0,0,0,0,0,0,-0.329919977
202203,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.201920015,POUCHMEDIUM BOTTLESMALL BOTTLE,0,8,13543548,35,0,0,0,14535338.38,0,1.724400018,1.201920015,1.201920015,2,1.201920016,27,0,0,0,0,0,0,-0.798079985
202204,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,0.707160014,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,3,5183166,11,0,0,0,5183166,0,1.159720017,0.707160014,0.707160014,2.2,0.707160015,24,0,0,0,0,0,0,-1.492839986
202205,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.470600036,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,8,52575273,47.4,0,0,0,52575273,0,1.126560022,1.470600036,1.470600036,1.5,1.470600036,25,0,0,0,0,0,0,-0.029399964
202206,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.54748007,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,6,50301900,47,0,0,0,50301900,0,1.57508004,2.54748007,2.54748007,2,2.54748007,26,0,0,0,0,0,0,0.54748007
202207,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.357400031,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,5,54543060,22,0,0,0,54543060,0,2.125160046,2.357400031,2.357400031,2.3,2.357400031,26,0,0,0,0,0,0,0.057400031
202208,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,4.174680131,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,8,56696400.45,63.2,0,0,0,49976709.54,0,3.026520077,4.174680131,4.174680131,3,4.174680131,27,0,0,0,0,0,0,1.174680131
202209,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.433120079,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,7,31483188,50,0,0,0,38202878.91,0,2.98840008,2.433120079,2.433120079,2,2.433120079,25,0,0,0,0,0,0,0.433120079
202210,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.072040018,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,5,92784600,90,0,0,0,74557800,0,2.893280076,2.072040018,2.072040018,6.3,2.072040019,26,0,0,0,0,0,0,-4.227959982
202211,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,7.05012022,SMALL BOTTLEPOUCHMEDIUM BOTTLE,0,10,294599260,35.7,0,0,0,312238098.7,0,3.851760106,7.05012022,7.05012022,8.2,7.050120219,26,0,0,0,0,0,0,-1.14987978
202212,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,5.280000122,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,8,32150600,14.6,0,0,0,32738561.29,0,4.80072012,5.280000122,5.280000122,8.2,5.280000122,27,0,0,0,0,0,0,-2.919999878
202301,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.588840087,SMALL BOTTLEMEDIUM BOTTLEPOUCH,0,10,130367466,48.3,0,0,0,130367466,0,5.306320143,3.588840087,3.588840087,3.9,3.588840088,20,0,0,0,0,0,0,-0.311159913
202302,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,0.883440017,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,5,39762877,23.4,0,0,0,39762877,0,3.250760075,0.883440017,0.883440017,2.6,0.883440018,24,0,0,0,0,0,0,-1.716559983
202303,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.033000079,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,8,43242043.56,29.5,0,0,0,43242043.56,0,2.501760061,3.033000079,3.033000079,2.7,3.03300008,27,0,0,0,0,0,0,0.333000079
202304,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,5.049960146,SMALL BOTTLEMEDIUM BOTTLEPOUCH,0,5,81321116,22.66666667,0,0,0,81321116,0,2.988800081,5.049960146,5.049960146,2.9,5.049960145,24,0,0,0,0,0,0,2.149960146
202305,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.31148002,SMALL BOTTLEPOUCHMEDIUM BOTTLE,0,10,55386664,45.4,0,0,0,55386664,0,3.131480082,1.31148002,1.31148002,2,1.311480021,25,0,0,0,0,0,0,-0.68851998
202306,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.131120017,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,5,74063766,21,0,0,0,74063766,0,2.497520061,1.131120017,1.131120017,2.7,1.131120017,26,0,0,0,0,0,0,-1.568879983
202307,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.341000021,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,5,35931838,11.9,0,0,0,35931838,0,1.261200019,1.341000021,1.341000021,3,1.341000022,26,0,0,0,0,0,0,-1.658999979
202308,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.39168009,SMALL BOTTLEMEDIUM BOTTLEPOUCH,0,5,14851632,20.6,0,0,0,14851632,0,1.954600043,3.39168009,3.39168009,4,3.39168009,27,0,0,0,0,0,0,-0.60831991
202309,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.839240048,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,8,177836090.4,118.2,0,0,0,126028102.5,0,2.190640053,1.839240048,1.839240048,2.6,1.839240049,24,0,0,0,0,0,0,-0.760759952
202310,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,17.01732064,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,5,484486631,24.8,0,0,0,508457491.1,0,7.416080258,17.01732064,9.683005332,8.2,15.40638969,26,0,0,0,0,0,0,1.483005332
202311,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,12.89280045,MEDIUM BOTTLEPOUCHSMALL BOTTLE,0,5,519190522,22.3,0,0,0,542388128.5,0,10.58312038,12.89280045,9.683005332,10.6,12.89280045,26,0,0,0,0,0,0,-0.916994668
202312,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,11.69820027,SMALL BOTTLEPOUCHMEDIUM BOTTLE,0,5,42302100,13.4,0,0,0,46941621.3,0,13.86944045,11.69820027,9.683005332,10.6,11.69820027,26,0,0,0,0,0,0,-0.916994668
202401,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.683280098,POUCHMEDIUM BOTTLESAMPLINGSMALL BOTTLE,0,8,97912471.44,111.4,0,0,0,64935797.96,0,9.424760271,3.683280098,3.683280098,5,3.683280098,26,0,0,0,0,0,0,-1.316719902
202402,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,6.362160213,POUCHSMALL BOTTLEMEDIUM BOTTLESAMPLING,0,5,57196844.68,25.1,0,0,0,73135570.19,0,7.247880193,6.362160213,6.362160213,3.2,6.362160213,19,0,0,0,0,0,0,3.162160213
202403,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.243480014,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,9,80221624.52,168,0,0,0,85036523.73,0,4.429640108,3.243480014,3.243480014,3.5,3.243480014,26,0,0,0,0,0,0,-0.256519986
202404,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.96968003,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,5,32179860,24,0,0,0,35424917.19,0,3.858440086,1.96968003,1.96968003,3.7,1.969680031,24,0,0,0,0,0,0,-1.73031997
202405,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,3.811680067,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,7,43094971.47,104,0,0,0,30201822.38,0,3.008280037,3.811680067,3.811680067,2.5,3.811680067,26,0,0,0,0,0,0,1.311680067
202406,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,10.99032041,SMALL BOTTLEPOUCHMEDIUM BOTTLE,0,5,48714572,17.7,0,0,0,61155690.43,0,5.590560168,10.99032041,9.683005332,3.3,10.99032041,25,0,0,0,0,0,0,6.383005332
202407,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,12.11412043,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,5,467624440,20.1,0,0,0,477054462.2,0,8.972040301,12.11412043,9.683005332,3.7,12.11412042,27,0,0,0,0,0,0,5.983005332
202408,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,12.02736042,POUCHSAMPLINGSMALL BOTTLEMEDIUM BOTTLE,0,5,93118020,24.3,0,0,0,93118020,0,11.71060042,12.02736042,9.683005332,4.9,12.02736041,27,0,0,0,0,0,0,4.783005332
202409,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,2.082000038,MEDIUM BOTTLESMALL BOTTLEPOUCH,0,5,34442290,15.6,0,0,0,34442290,0,8.741160295,2.082000038,2.082000038,3.3,2.082000038,23,0,0,0,0,0,0,-1.217999962
202410,EMART,SKINCLEANSING,LIFEBUOY,LFB HW,1.434120023,POUCHSMALL BOTTLEMEDIUM BOTTLE,0,5,54902120,21.6,0,0,0,54902120,0,5.18116016,1.434120023,1.434120023,10.1,1.434120024,27,0,0,0,0,0,0,-8.665879977
202101,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.109080004,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.109080004,0.109080004,0.060600006,0,0.085441983,25,0,0,0,0,0,0,0.060600006
202102,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.086730001,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.097905003,0.097905003,0.060600006,0,0.085441983,19,0,0,0,0,0,0,0.060600006
202103,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02487,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.073560002,0.073560002,0.060600006,0.065251322,0.02487,27,0,0,0,0,0,0,-0.004651316
202104,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02742,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.04634,0.04634,0.04634,0.045910661,0.02742,24,0,0,0,0,0,0,0.000429339
202105,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.03753,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.02994,0.03753,0.03753,0.02994,0.03753,25,0,0,0,0,0,0,0.00759
202106,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.03735,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.0341,0.03735,0.03735,0.0341,0.03735,26,0,0,0,0,0,0,0.00325
202107,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0348,MEDIUM BOTTLEBIG BOTTLESMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.03656,0.03656,0.03656,0.03656,0.0348,27,0,0,0,0,0,0,0
202108,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00492,MEDIUM BOTTLEBIG BOTTLESMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.02569,0.02569,0.02569,0.02569,0.00492,26,0,0,0,0,0,0,0
202109,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01503,SMALL BOTTLEBIG BOTTLEMEDIUM BOTTLE,0,0,0,0,0,0,0,0,0,0.01825,0.01825,0.01825,0.01825,0.01503,25,0,0,0,0,0,0,0
202110,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02496,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01497,0.02496,0.02496,0.01497,0.02496,26,0,0,0,0,0,0,0.00999
202111,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02505,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.02168,0.02505,0.02505,0.02168,0.02505,26,0,0,0,0,0,0,0.00337
202112,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.04245,MEDIUM BOTTLESMALL BOTTLEBIG BOTTLE,0,0,0,0,0,0,0,0,0,0.03082,0.04245,0.04245,0.03082,0.04245,27,0,0,0,0,0,0,0.01163
202201,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0609576,SMALL BOTTLESAMPLING,0,0,0,0,0,0,0,0,0,0.0428192,0.0609576,0.060600006,0.03,0.0609576,22,0,0,0,0,0,0,0.030600006
202202,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02259,SAMPLINGSMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.0419992,0.0419992,0.0419992,0.04,0.02259,19,0,0,0,0,0,0,0.0019992
202203,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0378588,BIG BOTTLESMALL BOTTLESAMPLINGMEDIUM BOTTLE,0,2,7016000,22,0,0,0,7016000,0,0.0404688,0.0404688,0.0404688,0.04,0.0378588,27,0,0,0,0,0,0,0.0004688
202204,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0369732,MEDIUM BOTTLESAMPLINGBIG BOTTLESMALL BOTTLE,0,1,26738400,17,0,0,0,26738400,0,0.032474,0.0369732,0.0369732,0.04,0.0369732,24,0,0,0,0,0,0,-0.0030268
202205,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0164244,SMALL BOTTLESAMPLINGBIG BOTTLEMEDIUM BOTTLE,0,3,12953712,47,0,0,0,12953712,0,0.0304188,0.0304188,0.0304188,0.03,0.0164244,25,0,0,0,0,0,0,0.0004188
202206,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0295032,SAMPLINGSMALL BOTTLE,0,1,19936000,23,0,0,0,19936000,0,0.0276336,0.0295032,0.0295032,0.03,0.0295032,26,0,0,0,0,0,0,-0.0004968
202207,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0304788,SMALL BOTTLESAMPLING,0,2,7016000,22,0,0,0,7016000,0,0.0254688,0.0304788,0.0304788,0.03,0.0304788,26,0,0,0,0,0,0,0.0004788
202208,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0139644,SAMPLINGSMALL BOTTLEBIG BOTTLEMEDIUM BOTTLE,0,1,2990400,24,0,0,0,2990400,0,0.0246488,0.0246488,0.0246488,0.03,0.0139644,27,0,0,0,0,0,0,-0.0053512
202209,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0254688,SMALL BOTTLESAMPLING,0,2,10864000,23,0,0,0,10864000,0,0.023304,0.0254688,0.0254688,0.02,0.0254688,25,0,0,0,0,0,0,0.0054688
202210,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0204588,SAMPLINGSMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.019964,0.0204588,0.0204588,0.02,0.0204588,26,0,0,0,0,0,0,0.0004588
202211,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0188844,SMALL BOTTLESAMPLING,0,0,0,0,0,0,0,0,0,0.021604,0.021604,0.021604,0.02,0.0188844,26,0,0,0,0,0,0,0.001604
202212,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0294132,SAMPLINGSMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.0229188,0.0294132,0.0294132,0.02,0.0294132,27,0,0,0,0,0,0,0.0094132
202301,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.02241,SMALL BOTTLESAMPLING,0,2,3508000,20,0,0,0,3508000,0,0.0235692,0.0235692,0.0235692,0.02,0.02241,20,0,0,0,0,0,0,0.0035692
202302,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00246,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.0180944,0.0180944,0.0180944,0.02,0.00246,24,0,0,0,0,0,0,-0.0019056
202303,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0051,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00999,0.00999,0.00999,0.02,0.0051,27,0,0,0,0,0,0,-0.01001
202304,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01002,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00586,0.01002,0.01002,0.01,0.01002,24,0,0,0,0,0,0,2E-05
202305,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00246,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00586,0.00586,0.00586,0.01,0.00246,25,0,0,0,0,0,0,-0.00414
202306,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00984,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00744,0.00984,0.00984,0.01,0.00984,26,0,0,0,0,0,0,-0.00016
202307,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00738,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00656,0.00738,0.00738,0.01,0.00738,26,0,0,0,0,0,0,-0.00262
202308,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01722,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01148,0.01722,0.01722,0.01,0.01722,27,0,0,0,0,0,0,0.00722
202309,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00738,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01066,0.01066,0.01066,0.01,0.00738,24,0,0,0,0,0,0,0.00066
202310,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00984,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01148,0.01148,0.01148,0.01,0.00984,26,0,0,0,0,0,0,0.00148
202311,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00984,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00902,0.00984,0.00984,0.01,0.00984,26,0,0,0,0,0,0,-0.00016
202312,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01476,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01148,0.01476,0.01476,0.01,0.01476,26,0,0,0,0,0,0,0.00476
202401,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00738,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01066,0.01066,0.01066,0.01,0.00738,26,0,0,0,0,0,0,0.00066
202402,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.00984,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01066,0.01066,0.01066,0.01,0.00984,19,0,0,0,0,0,0,0.00066
202403,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01476,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01066,0.01476,0.01476,0.01,0.01476,26,0,0,0,0,0,0,0.00476
202404,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.0123,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.0123,0.0123,0.0123,0.01,0.0123,24,0,0,0,0,0,0,0.0023
202405,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01476,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01394,0.01476,0.01476,0.01,0.01476,26,0,0,0,0,0,0,0.00476
202406,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0.01476,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.01394,0.01476,0.01476,0.01,0.01476,25,0,0,0,0,0,0,0.00476
202407,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00984,0.00984,0.00984,0.01,0.0181647,27,0,0,0,0,0,0,-0.00016
202408,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0.00492,0.00492,0.00492,0.01,0.0090261,27,0,0,0,0,0,0,-0.00508
202409,EMART,SKINCLEANSING,LIFEBUOY,LFB SANITIZER,0,SMALL BOTTLE,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0119697,23,0,0,0,0,0,0,-0.01
202101,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.292680001,BOX,0,0,0,0,0,0,0,0,0,0.292680001,0.292680001,0.292680001,0,0.292680001,25,0,0,0,0,0,0,0.292680001
202102,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.199440001,BOX,0,0,0,0,0,0,0,0,0,0.246060001,0.246060001,0.246060001,0,0.199440001,19,0,0,0,0,0,0,0.246060001
202103,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.13212,BOX,0,0,0,0,0,0,0,0,0,0.208080001,0.208080001,0.208080001,0.208080001,0.13212,27,0,0,0,0,0,0,-3.33334E-10
202104,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.304200001,BOX,0,0,0,0,0,0,0,0,0,0.211920001,0.304200001,0.304200001,0.211920001,0.304200001,24,0,0,0,0,0,0,0.09228
202105,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.208440001,BOX,0,0,0,0,0,0,0,0,0,0.214920001,0.214920001,0.214920001,0.214920001,0.208440001,25,0,0,0,0,0,0,-3.33334E-10
202106,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.14508,BOX,0,0,0,0,0,0,0,0,0,0.219240001,0.219240001,0.219240001,0.219240001,0.14508,26,0,0,0,0,0,0,-3.33334E-10
202107,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.266760001,BOX,0,0,0,0,0,0,0,0,0,0.206760001,0.266760001,0.266760001,0.206760001,0.266760001,27,0,0,0,0,0,0,0.06
202108,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.208440001,BOX,0,0,0,0,0,0,0,0,0,0.206760001,0.208440001,0.208440001,0.206760001,0.208440001,26,0,0,0,0,0,0,0.00168
202109,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.12816,BOX,0,0,0,0,0,0,0,0,0,0.201120001,0.201120001,0.201120001,0.201120001,0.12816,25,0,0,0,0,0,0,-3.33334E-10
202110,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.12168,BOX,0,0,0,0,0,0,0,0,0,0.15276,0.15276,0.180725415,0.15276,0.12168,26,0,0,0,0,0,0,0.027965415
202111,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.295200001,BOX,0,0,0,0,0,0,0,0,0,0.18168,0.295200001,0.295200001,0.18168,0.295200001,26,0,0,0,0,0,0,0.113520001
202112,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.290160001,BOX,0,0,0,0,0,0,0,0,0,0.235680001,0.290160001,0.290160001,0.235680001,0.290160001,27,0,0,0,0,0,0,0.05448
202201,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.336600001,BOX,0,0,0,0,0,0,0,0,0,0.307320001,0.336600001,0.336600001,0.23,0.336600001,22,0,0,0,0,0,0,0.106600001
202202,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.1476,BOX,0,0,0,0,0,0,0,0,0,0.258120001,0.258120001,0.258120001,0.24,0.1476,19,0,0,0,0,0,0,0.018120001
202203,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.286200001,BOX,0,0,0,0,0,0,0,0,0,0.256800001,0.286200001,0.286200001,0.27,0.286200001,27,0,0,0,0,0,0,0.016200001
202204,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.15804,BOX,0,0,0,0,0,0,0,0,0,0.19728,0.19728,0.19728,0.24,0.15804,24,0,0,0,0,0,0,-0.04272
202205,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.234360001,BOX,0,0,0,0,0,0,0,0,0,0.226200001,0.234360001,0.234360001,0.23,0.234360001,25,0,0,0,0,0,0,0.004360001
202206,EMART,SKINCLEANSING,LIFEBUOY,LFB SOAP,0.277200001,BOX,0,0,0,0,0,0,0,0,0,0.223200001,0.277200001,0.277200001,0.22,0.277200001,26,0,0,0,0,0,0,0.057200001
